UnknownTable
---
| total_cost | total_additional_cost | total_base_cost | dept_name | year | insurance | ken_code | 
| 1776.00 | 0.00 | 5818.00 | Ψυχιατρικό | 2025 | ΕΦΚΑ | Τ24Α | 
| 1216.00 | 0.00 | 1969.00 | Ψυχιατρικό | 2025 | Ιδιωτική Ασφάλεια | Γ20Μ | 
| 5277.00 | 4131.00 | 1146.00 | Ψυχιατρικό | 2025 | Ιδιωτική Ασφάλεια | Κ18Χ | 
| 4743.00 | 4116.00 | 627.00 | Ψυχιατρικό | 2025 | Ιδιωτική Ασφάλεια | Κ38Χ | 
| 3637.00 | 3380.00 | 257.00 | Ψυχιατρικό | 2025 | Ιδιωτική Ασφάλεια | Λ26Α | 
| 5403.00 | 0.00 | 14020.00 | Ψυχιατρικό | 2025 | Ιδιωτική Ασφάλεια | Μ01Μ | 
| 2019.00 | 1669.00 | 350.00 | Ψυχιατρικό | 2025 | Ιδιωτική Ασφάλεια | Μ74Α | 
| 1211.00 | 0.00 | 20279.00 | Ψυχιατρικό | 2025 | Ιδιωτική Ασφάλεια | Τ02Α | 
| 2893.00 | 0.00 | 5062.00 | Ψυχιατρικό | 2025 | Ιδιωτική Ασφάλεια | Τ06Χ | 
| 3857.00 | 0.00 | 14718.00 | Ψυχιατρικό | 2025 | Ιδιωτική Ασφάλεια | Τ23Α | 
| 2804.00 | 0.00 | 5818.00 | Ψυχιατρικό | 2025 | Ιδιωτική Ασφάλεια | Τ24Α | 
| 1274.00 | 0.00 | 2964.00 | Ψυχιατρικό | 2026 | Ανασφάλιστος | Γ01Α | 
| 3456.00 | 3051.00 | 405.00 | Ψυχιατρικό | 2026 | Ανασφάλιστος | Υ25Χ | 
| 2863.00 | 0.00 | 14720.00 | Ψυχιατρικό | 2026 | ΕΦΚΑ | Μ09Μ | 
| 3186.00 | 2674.00 | 512.00 | Ψυχιατρικό | 2026 | ΕΦΚΑ | Τ20Χ | 
| 3691.00 | 3030.00 | 661.00 | Ψυχιατρικό | 2026 | Ιδιωτική Ασφάλεια | Μ23Α | 
| 3898.00 | 0.00 | 7359.00 | Ψυχιατρικό | 2026 | Ιδιωτική Ασφάλεια | Τ23Α | 
